phrase_cd,title,audio_url,A_sec,B_sec,C_sec,note
S1-060-046,봉래의046,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-046.wav,18.3,23.04,3.01,A 변경 22.72→18.30s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 19.65→23.04s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.01s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=세마치; 태그=슬픔|차분; dur=34.81s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-060-047,봉래의047,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-047.wav,12.74,14.85,1.66,A 변경 4.86→12.74s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 12.67→14.85s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.66s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=17.04s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.92
S1-060-048,봉래의048,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-048.wav,12.42,14.72,3.39,A 변경 8.13→12.42s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 7.94→14.72s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.39s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=19.72s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.89
S1-060-049,봉래의049,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-049.wav,12.54,16.32,3.26,A 변경 7.94→12.54s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 12.48→16.32s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.26s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=24.31s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
S1-060-050,봉래의050,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-050.wav,8.19,9.09,5.12,A 유지 8.38→8.19s(구조적 에너지 피크 재탐색); B 변경 20.80→9.09s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.19→5.12s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=25.15s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
S1-060-051,봉래의051,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-051.wav,13.18,21.82,3.97,A 변경 1.02→13.18s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 16.19→21.82s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.45→3.97s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=25.27s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
S1-060-052,봉래의052,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-052.wav,23.36,25.6,6.34,A 변경 3.39→23.36s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 15.55→25.60s(후행 이동; A 이후 해소 구간 재탐색); C 변경 1.41→6.34s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=34.98s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-060-053,봉래의053,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-053.wav,19.07,25.15,3.9,A 변경 19.33→19.07s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 20.54→25.15s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.90s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=30.45s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-060-054,봉래의054,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-054.wav,5.44,6.46,1.02,A 유지 5.63→5.44s(구조적 에너지 피크 재탐색); B 변경 12.67→6.46s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.70→1.02s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=16.93s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-060-055,봉래의055,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-055.wav,6.34,14.27,3.39,A 유지 6.40→6.34s(구조적 에너지 피크 재탐색); B 변경 6.21→14.27s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.39s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=23.65s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
S1-060-056,봉래의056,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-056.wav,8.06,8.83,5.06,A 유지 8.13→8.06s(구조적 에너지 피크 재탐색); B 변경 12.54→8.83s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.19→5.06s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=24.08s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
S1-060-057,봉래의057,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-057.wav,7.81,16.32,4.8,A 유지 8.00→7.81s(구조적 에너지 피크 재탐색); B 변경 15.55→16.32s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→4.80s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=24.35s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
S1-060-058,봉래의058,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-058.wav,12.8,18.94,5.38,A 변경 19.71→12.80s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 11.20→18.94s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.45→5.38s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=25.49s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.95
S1-060-059,봉래의059,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-059.wav,4.8,8.0,1.09,A 변경 1.22→4.80s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 4.86→8.00s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.09s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=9.28s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.90
S1-060-060,봉래의060,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-060.wav,5.18,6.27,1.22,A 유지 5.06→5.18s(구조적 에너지 피크 재탐색); B 변경 4.86→6.27s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.22s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=세마치; 태그=슬픔|차분; dur=9.41s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.96
S1-060-061,봉래의061,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-061.wav,8.13,12.22,1.6,A 유지 8.19→8.13s(구조적 에너지 피크 재탐색); B 변경 5.25→12.22s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.32→1.60s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=세마치; 태그=슬픔|차분; dur=12.71s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-060-062,봉래의062,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-062.wav,4.93,9.09,2.11,A 변경 9.73→4.93s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 4.93→9.09s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→2.11s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=세마치; 태그=슬픔|차분; dur=12.30s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-060-063,봉래의063,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-063.wav,23.04,26.82,5.5,A 변경 27.46→23.04s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 15.04→26.82s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.51→5.50s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=세마치; 태그=슬픔|차분; dur=29.00s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-060-064,봉래의064,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-064.wav,3.58,9.22,3.07,A 변경 3.84→3.58s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 12.48→9.22s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.07s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=세마치; 태그=슬픔|차분; dur=18.92s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
S1-060-065,봉래의065,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-065.wav,10.62,11.9,3.07,A 변경 12.54→10.62s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 10.56→11.90s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.07s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=18.84s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-060-066,봉래의066,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-066.wav,5.38,6.4,2.24,A 변경 9.73→5.38s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 4.99→6.40s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.19→2.24s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=세마치; 태그=슬픔|차분; dur=12.11s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-060-067,봉래의067,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-067.wav,3.33,6.08,1.6,A 변경 3.01→3.33s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 6.59→6.08s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.60s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=세마치; 태그=슬픔|차분; dur=9.14s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-060-068,봉래의068,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-068.wav,9.86,14.98,2.11,A 변경 13.95→9.86s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 7.62→14.98s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→2.11s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=세마치; 태그=슬픔|차분; dur=15.41s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-060-069,봉래의069,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-069.wav,5.18,7.94,1.98,A 변경 3.07→5.18s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 4.74→7.94s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.98s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=세마치; 태그=슬픔|차분; dur=9.17s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
S1-060-070,봉래의070,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-070.wav,7.81,14.78,3.9,A 변경 7.55→7.81s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 8.32→14.78s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.90s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=20.08s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
S1-060-071,봉래의071,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-071.wav,15.68,21.5,4.67,A 변경 1.22→15.68s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 22.21→21.50s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→4.67s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=30.00s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-060-072,봉래의072,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-072.wav,4.86,6.02,1.98,A 유지 4.86→4.86s(구조적 에너지 피크 재탐색); B 변경 4.67→6.02s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.98s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=9.03s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-060-073,봉래의073,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-073.wav,4.93,6.08,1.98,A 변경 3.07→4.93s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 4.74→6.08s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.98s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=9.13s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-060-074,봉래의074,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-074.wav,5.06,6.85,1.22,A 변경 4.80→5.06s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 3.84→6.85s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.22s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=8.90s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.91
S1-060-075,봉래의075,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-075.wav,3.26,4.29,1.98,A 유지 3.07→3.26s(구조적 에너지 피크 재탐색); B 변경 4.74→4.29s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.98s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=9.00s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-060-076,봉래의076,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-076.wav,5.12,6.08,2.11,A 유지 4.93→5.12s(구조적 에너지 피크 재탐색); B 변경 6.53→6.08s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→2.11s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=세마치; 태그=슬픔|차분; dur=9.10s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-060-077,봉래의077,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-077.wav,6.78,7.87,1.22,A 유지 6.72→6.78s(구조적 에너지 피크 재탐색); B 변경 6.53→7.87s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.22s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=9.12s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
S1-060-078,봉래의078,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-078.wav,5.06,8.58,1.98,A 변경 9.15→5.06s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 4.67→8.58s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.98s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=11.49s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-060-079,봉래의079,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-079.wav,5.12,7.74,1.98,A 변경 2.18→5.12s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 5.57→7.74s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.98s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=10.76s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.94
S1-060-080,봉래의080,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-080.wav,7.81,10.43,3.01,A 변경 8.32→7.81s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 7.36→10.43s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.01s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=15.07s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-060-081,봉래의081,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-081.wav,10.5,13.12,2.94,A 변경 11.07→10.50s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 10.05→13.12s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→2.94s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=16.08s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-060-082,봉래의082,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-082.wav,15.42,23.55,5.63,A 변경 1.98→15.42s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 15.04→23.55s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.58→5.63s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=31.57s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.96
S1-060-083,봉래의083,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-083.wav,7.42,8.9,1.86,A 변경 2.94→7.42s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 7.49→8.90s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.86s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=11.99s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
S1-060-084,봉래의084,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-084.wav,3.52,6.27,3.07,A 변경 4.99→3.52s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 10.43→6.27s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.07s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=18.47s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-060-085,봉래의085,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-085.wav,10.24,13.89,3.2,A 변경 7.04→10.24s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 10.62→13.89s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.26→3.20s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=18.75s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-060-086,봉래의086,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-086.wav,5.5,9.02,1.47,A 변경 5.76→5.50s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 4.16→9.02s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.26→1.47s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=세마치; 태그=슬픔|차분; dur=12.03s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
S1-060-087,봉래의087,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-087.wav,3.26,5.95,1.98,A 변경 3.01→3.26s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 5.50→5.95s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.98s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=9.07s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.95
S1-060-088,봉래의088,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-088.wav,10.18,15.3,2.37,A 변경 2.56→10.18s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 7.81→15.30s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.32→2.37s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=15.72s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
S1-060-089,봉래의089,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-089.wav,2.88,4.03,2.11,A 변경 6.78→2.88s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 6.59→4.03s(전진 이동; A 이후 해소 구간 재탐색); C 변경 0.13→2.11s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=9.14s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-060-090,봉래의090,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-090.wav,4.86,6.4,1.6,A 변경 5.18→4.86s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 1.60→6.40s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.45→1.60s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=7.58s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.90
S1-060-091,봉래의091,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-091.wav,5.7,9.6,2.88,A 유지 5.70→5.70s(구조적 에너지 피크 재탐색); B 변경 5.50→9.60s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→2.88s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=13.46s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.92
S1-060-092,봉래의092,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-092.wav,14.02,17.47,4.74,A 변경 14.27→14.02s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 14.08→17.47s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→4.74s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=29.12s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.97
S1-060-093,봉래의093,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-093.wav,7.04,8.58,1.86,A 변경 9.22→7.04s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 5.50→8.58s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.19→1.86s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=11.69s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.99
S1-060-094,봉래의094,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-094.wav,9.66,12.29,3.01,A 변경 2.30→9.66s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 7.42→12.29s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→3.01s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=휘모리; 태그=신남|슬픔; dur=15.19s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
S1-060-095,봉래의095,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-095.wav,6.21,7.87,1.22,A 변경 6.66→6.21s(전진 이동; 구조적 에너지 피크 재탐색); B 변경 4.80→7.87s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.19→1.22s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=9.08s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.92
S1-060-096,봉래의096,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-096.wav,6.91,7.87,1.22,A 변경 4.86→6.91s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 5.70→7.87s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.19→1.22s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=세마치; 태그=슬픔|차분; dur=9.07s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.90
S1-060-097,봉래의097,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-097.wav,5.38,8.06,2.24,A 변경 1.60→5.38s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 4.93→8.06s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.38→2.24s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=11.81s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.98
S1-060-098,봉래의098,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-098.wav,3.2,5.82,1.98,A 변경 2.94→3.20s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 5.31→5.82s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.98s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=8.81s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.96
S1-060-099,봉래의099,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-099.wav,4.22,5.25,1.34,A 유지 4.10→4.22s(구조적 에너지 피크 재탐색); B 변경 3.90→5.25s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.19→1.34s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=중모리; 태그=서정|차분; dur=6.42s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=1.00
S1-060-100,봉래의100,https://apis.gugak.go.kr/phrase/060bongraeui/S1-060-100.wav,4.16,5.95,1.09,A 변경 1.22→4.16s(후행 이동; 구조적 에너지 피크 재탐색); B 변경 3.71→5.95s(후행 이동; A 이후 해소 구간 재탐색); C 변경 0.13→1.09s(후행 이동; 초기 onset 대신 loop-friendly 반복/안정 구간 선택); 악기=가야금; 장단=엇모리; 태그=신비|웅장; dur=8.79s; peak:local_max; release:post_peak_settle; loop:repeated_phrase_sim=0.89
